2010 Education and immigration status for Asian Alone by Asian groups, age 25-34, wgtd 2008-10 ACS, SSDAN/U-Mich
4
Asian,Imm,Gender,EducAll
7,5,2,7
Chinese, Japanese, Filipino, Korean, Indian, Vietnamese, Other
Native, FB<1980, FB80-89, FB90-99, FB00-current
Male,Female
0-9Yrs, 10-12Yrs, HSGrad, SomeColl, CollGrad, Masters, PhD-Prof
303,707,4466,12434,36746,8188,6152,
603,241,2134,8942,32433,12350,8933,
57,94,481,550,1998,502,756,
103,0,55,528,1473,572,710,
606,997,2638,6414,14178,3940,1857,
489,503,1176,4697,14296,4172,3081,
3867,2302,6404,7548,19336,7047,4099,
2595,2197,5693,9289,21330,9647,3523,
5722,2249,7504,7709,16900,26085,15582,
7196,3506,12388,15431,33344,31816,12233,
125,363,2776,6350,8525,1789,488,
27,50,1435,5470,9714,2995,1073,
0,0,0,62,137,111,30,
54,90,0,278,184,214,145,
34,28,119,561,1199,134,65,
0,98,45,638,1395,492,216,
0,94,128,580,1313,504,278,
33,147,603,1483,3658,885,92,
61,75,1107,1753,5405,3138,1225,
342,186,2809,5934,10169,2092,797,
712,1690,12163,32617,25813,3374,2374,
388,986,6613,25467,28311,5868,3088,
0,0,349,1157,620,65,82,
0,48,376,1030,1056,152,50,
100,968,4590,10820,6900,804,473,
83,1046,3046,10776,8544,1501,623,
704,1570,7924,17397,8914,1213,176,
505,831,5942,17921,15068,1843,427,
448,786,3811,9320,17023,1700,962,
298,1033,7001,17752,41079,2807,2407,
121,359,2832,7565,14714,2694,2667,
171,278,1181,7632,14819,4444,2987,
0,0,230,1001,1566,492,494,
0,3,1179,1748,3846,976,684,
30,315,1753,5990,7690,1977,1221,
27,285,1894,6632,12500,3112,2598,
175,354,3426,5287,8476,1761,469,
224,193,2527,5162,10679,1615,1493,
460,127,1655,9365,12370,6475,3092,
563,136,3855,9676,22358,7142,2063,
262,560,2481,6137,18927,8737,9365,
185,317,1139,4588,16745,9352,9459,
24,0,264,229,986,726,980,
47,0,139,486,1511,726,829,
394,344,2022,3842,8100,2767,2491,
195,159,1333,3236,7856,2836,2888,
993,2498,6220,9194,16874,18587,4137,
893,1095,6387,10452,22836,10956,4102,
1198,1920,6183,8004,79108,92929,16920,
1942,3451,7570,12759,81445,85029,13115,
398,1029,3551,10385,11409,1616,1385,
536,416,2639,7388,10700,2108,3039,
0,224,515,1679,1581,202,305,
33,86,465,897,1794,522,533,
487,1059,1936,6982,7050,1274,1263,
410,335,1973,5175,7933,1413,1709,
2511,2952,7016,10508,10014,1560,1010,
2961,2920,7943,9840,10583,1248,1532,
2093,1330,3423,4307,3474,976,271,
5914,3142,10474,9558,6163,2088,664,
*********,15644,*********,37388,*********,14280,*********,
12661,2470,17940,425092870,51920,425069664,35685,
*********,566,*********,13298,18416,478,*********,
11189,2359684,1271,2257,1748,690,484,
1109,2968,42424,12967,7290,1066,1035,
714,1576764,7911,16687,8783,4994,1472,
*********,2118,8606,10589,*********,3929,976,
2514,*********,10448,10028,8651,3054,1127,
3995,2792,7890,9762,4213057,10533,2722,
8301,4811,12365,14565,24430,*********,14214
*****
