2010 Hispanic groups by immigration status, English proficiency, gender, state, and age, wgtd 2008-10 ACS, SSDAN/U-Mich
6
StateCal,Hispanic,Gender,AgeAll3,Immentry,EngSpkg
2,6,2,3,5,5
Ca,RestofUS
Mexican, PRican, Cuban, CAmeric, SAmeric, Other
Male,Female
0-17,18-64,65+
Native, FB<1980, FB80-89, FB90-99, FB00-current
EngOnly,Verywell,Well,Notwell,Notatall
64016,128920,44622,26643,13456,7027,16987,18186,34317,38849,708,1607,1395,6326,14814,1521,657,1301,5925,18640,1059,1331,713,2804,16601,
527403,190048,26955,11202,1423,0,0,0,0,0,0,0,0,0,0,42,52,0,33,0,311,843,206,133,9,
384036,631064,140017,74211,18190,745,1425,1131,470,143,802,1311,1211,825,130,519,1404,1174,1343,448,666,1593,1032,1735,716,
13492,42908,30837,24846,7383,200,444,345,409,94,120,25,31,226,277,59,24,14,47,26,23,0,0,21,216,
477145,202757,23781,10220,1899,0,0,0,0,0,0,0,0,0,0,0,175,92,0,0,154,453,42,57,37,
346881,727609,146241,85652,27844,588,1518,882,403,300,851,1744,873,233,41,573,1955,1286,1130,503,411,1364,918,920,978,
17501,49572,37171,40995,20431,321,877,783,429,342,26,80,202,118,76,61,39,40,92,137,0,0,191,0,97,
89933,56220,5926,2771,485,0,0,0,0,0,0,0,0,0,0,147,4159,988,35,40,1863,11651,4753,2340,1216,
65937,102822,6341,2438,574,10810,65471,9448,3028,1341,3326,22871,15164,14327,5718,2154,25027,26546,26705,12212,3102,14014,21416,38268,33791,
2761,2275,548,959,374,3987,19565,21424,19862,10494,505,1257,3080,6928,6852,473,878,1092,3472,5509,322,101,620,2188,6420,
81767,57256,4526,1514,121,0,0,0,0,0,0,0,0,0,0,132,4422,452,76,0,1184,10395,4259,2289,922,
65985,108143,6485,1786,664,7841,68031,12566,5912,2080,1402,18318,9391,9857,5045,2335,22760,17902,22341,11199,2623,15309,19438,33512,35004,
3085,2602,802,482,996,4731,21039,24264,32889,21019,661,983,2074,6183,8633,656,696,1351,4330,9184,553,745,549,3242,11494,
279410,218159,41063,12740,1515,0,0,0,0,0,0,0,0,0,0,3045,10294,2563,460,228,18869,32795,15865,11400,4664,
67511,166689,18311,8929,2990,8594,44896,24893,16713,5875,13048,97649,77172,62990,18767,14116,108278,99497,113798,41272,19528,61021,86922,194649,132100,
1285,1150,152,486,267,2135,6857,5934,8692,4088,931,1105,1746,4784,4162,412,849,991,2918,4196,338,347,323,1614,3862,
267474,224367,34956,10822,1547,0,0,0,0,0,0,0,0,0,0,2849,10798,2382,402,265,18888,32879,15372,9185,2740,
64903,172611,17246,7840,3157,9406,53695,31427,23796,7145,14436,98898,68224,75749,26852,14045,100442,89839,119368,54777,16033,49335,57198,132695,114841,
1620,1245,756,643,635,4134,10534,10595,16139,10715,1167,1817,2422,7577,10057,721,918,743,2919,12454,692,545,558,1670,10813,
145738,99912,12824,3366,172,0,0,0,0,0,0,0,0,0,0,2113,10984,671,43,0,5810,37599,9883,4103,554,
56134,99603,9114,5173,702,11018,46276,19103,8997,1177,10754,62411,43778,20532,3073,9652,84546,59329,43115,8022,8808,80470,73652,71448,24729,
1839,1555,479,372,281,3429,12966,13210,9254,2418,252,1039,2442,3407,1712,198,687,1086,2823,3113,124,704,1196,2984,4050,
138342,100072,12206,2570,331,0,0,0,0,0,0,0,0,0,0,2828,10082,1101,103,0,5540,35646,8989,2638,744,
50701,103899,10185,3809,1436,10249,47878,21053,11410,1506,9236,65722,41306,25366,5192,10361,87657,62349,51044,13254,10453,92322,84117,86802,30542,
1924,1308,513,586,211,4482,14529,16328,15748,6713,655,1685,3100,5348,5591,540,1021,1662,6656,6841,763,637,1210,4630,9854,
243838,60651,9021,4164,243,0,0,0,0,0,0,0,0,0,0,413,1729,143,0,0,909,3196,1198,509,95,
273666,151417,18339,6780,1051,3336,9498,3378,1153,353,2815,10548,6490,3098,1165,2061,12495,6804,5397,1681,2631,11031,7413,8239,3451,
25464,26403,6616,1750,341,1808,4108,3619,2612,405,190,546,324,568,239,77,92,286,382,159,9,194,123,25,184,
221886,61421,8168,3365,246,0,0,0,0,0,0,0,0,0,0,144,1239,112,130,0,1539,3111,1134,618,86,
288439,166184,16633,5714,1061,4446,10607,3659,2169,567,2912,9936,5020,3393,1278,2586,11762,6741,5304,1729,1693,10683,5830,5217,3621,
30197,34742,8379,2328,990,2626,5963,4576,3522,1454,283,309,404,539,783,257,207,248,784,469,286,217,136,301,501
*****
