2010 School age children by school attendance, poverty, English proficiency, race/ethnicity, immigration status, and gender, wgtd 2008-10 ACS, SSDAN/U-Mich
6
Imm,RaceEth,Gender,PovLevel,School,EngSpkg
2,7,2,4,3,5
Native,ForeignBorn
NHWhite,Black,Asian,Hispanic,AmIndian,NHOther,NHMulti
Male,Female
Poverty,NearPoor,Middle,Comf
NotEnrolled,Public,Private
EngOnly,Verywell,Well,Notwell,Notatall
51779,3089,878,371,111,1262796,49473,6138,2801,303,109256,15970,5410,5154,1610,
30044,2049,566,710,122,902680,33251,4778,1837,126,100834,8563,2732,776,162,
144870,9491,1572,514,123,6369334,204148,21708,15703,439,826990,42375,6992,3626,395,
50910,2732,385,99,0,2691982,102452,9299,10641,186,633153,38065,2810,3089,0,
47340,3437,1419,203,182,1205167,54655,5442,2945,516,109931,15737,6326,3427,552,
24974,2023,694,179,88,838874,35654,4774,2122,164,94444,9667,2102,544,62,
130877,7972,1776,257,51,5964018,211690,24890,17918,726,811696,44295,6554,3886,140,
46810,2524,257,308,0,2513000,109799,11394,10325,256,615253,38283,3626,2612,31,
36012,1233,309,60,0,1068175,34840,4552,2415,0,32231,2215,216,101,0,
15833,526,169,0,0,467073,19594,3290,1074,39,20332,1484,133,61,0,
36235,1409,62,67,0,1355337,56896,7857,3736,265,90398,5536,472,398,0,
4402,233,0,0,0,224870,10057,1141,959,22,41030,2476,357,228,0,
34862,798,486,205,0,1057373,42004,6822,2422,192,33746,3146,250,348,0,
12265,184,86,44,42,442165,22256,3265,1702,36,16277,1527,159,0,0,
32238,1234,54,95,0,1286253,71865,7837,4326,205,91274,7165,498,489,0,
4972,237,24,77,0,212520,11417,1233,904,0,38418,3581,523,342,0,
567,756,207,33,0,26416,46097,12518,3076,273,1001,2267,264,71,0,
300,367,190,175,52,23424,36838,7348,2565,44,1344,1443,240,242,0,
3177,2275,501,213,135,170053,175594,27005,9156,239,16503,12824,1832,609,0,
1232,1312,143,61,19,103083,89002,8476,4615,63,24723,14889,1272,762,28,
561,1457,159,32,45,24989,46980,11319,2145,160,1852,2275,274,334,27,
532,553,362,84,47,18633,37128,7157,1774,0,1354,1328,367,92,0,
2645,2721,449,99,19,147420,180092,27366,7936,196,15798,14428,2046,938,0,
1328,1157,54,104,23,92651,91369,7907,4111,143,23208,15017,1209,786,0,
8643,15197,4313,1736,706,341574,648860,165935,42810,4986,12199,11281,2123,802,27,
4743,8689,2012,513,641,209224,410069,88926,21928,1749,9742,10159,1439,401,23,
18027,15966,3259,1256,723,852489,981942,151396,37945,2879,71964,45382,4997,1715,87,
3541,1395,374,113,54,195089,86439,8348,4907,88,41279,20117,1445,849,0,
11597,16128,2603,843,704,304276,665455,149220,42100,4760,11605,13812,1453,433,62,
5079,7768,1500,277,479,192684,403860,82824,18623,1419,8961,9943,1396,207,30,
14283,15351,2316,1121,613,769244,985437,138573,33646,2829,69195,47876,3885,1615,0,
2984,1018,77,85,0,174415,92204,7468,4317,77,44455,24245,1770,1174,61,
2728,645,93,0,11,50818,10938,3195,881,145,2148,565,124,45,0,
1446,196,60,74,0,27572,6591,1212,426,0,1501,264,0,36,0,
3231,531,93,25,0,82845,16442,2879,571,47,3841,816,73,145,0,
503,12,0,0,0,11886,1604,77,108,0,2006,140,10,89,0,
2716,453,80,63,0,50489,13201,2412,970,80,1924,629,0,80,0,
1250,213,0,0,0,26869,5262,869,424,0,943,287,49,0,0,
2054,363,26,18,0,76286,15792,2454,607,15,4794,1084,79,49,0,
220,51,0,0,0,12219,1415,128,113,0,1500,205,100,0,0,
344,95,0,0,0,6200,2818,513,84,0,247,172,82,0,0,
127,26,0,0,0,3046,1215,256,39,0,127,0,0,0,0,
555,96,22,57,0,19690,7575,794,385,0,2746,870,69,0,0,
351,24,45,0,0,7840,1634,68,165,0,1607,628,70,0,0,
305,54,52,0,0,6056,2776,467,292,0,358,270,0,0,0,
265,101,0,0,0,4148,1574,152,29,0,219,51,0,0,0,
460,96,28,51,0,20432,6261,1005,173,0,3009,730,188,23,0,
161,90,19,0,0,6754,2312,49,110,0,1995,357,58,27,0,
3888,106,66,0,0,128096,5751,1063,267,0,6470,704,54,27,0,
1510,40,0,0,0,73721,4625,415,110,24,5096,402,0,53,0,
6010,473,0,37,0,348190,21836,2063,1138,0,33615,2962,544,194,30,
2201,129,33,0,0,121844,7896,835,653,44,26863,3020,294,334,0,
3279,181,0,0,0,125930,6991,1156,430,0,7705,1003,57,76,0,
1576,0,0,0,0,71868,4361,534,245,0,4329,210,28,0,0,
6182,463,17,72,0,324578,23372,2324,1439,0,35831,3506,214,149,30,
1839,247,0,0,0,113243,10815,1116,643,28,28089,2760,110,272,0,
288,623,256,365,191,3743,13641,9313,2258,550,786,1230,269,189,60,
173,373,64,314,0,1883,10796,4404,827,107,317,615,270,122,0,
650,1479,705,206,232,20652,41676,8755,2236,108,3902,3030,603,153,0,
331,243,51,117,0,23850,15315,1815,544,61,5734,4352,976,383,0,
94,354,211,243,363,3252,15741,8682,2318,347,465,1409,446,128,112,
83,142,183,29,30,1617,9840,2945,497,77,229,577,81,0,45,
358,1567,168,160,171,19797,41621,6535,1559,426,4332,3556,600,81,29,
466,262,0,0,58,20040,16026,2041,775,42,5463,4332,442,152,0,
410,452,204,129,141,8777,14830,7125,2823,865,523,269,160,170,0,
317,103,0,254,162,6622,8789,3513,1024,45,218,277,62,0,0,
403,829,433,318,27,22563,16939,5402,1897,138,1810,976,140,86,0,
41,32,20,0,0,3029,2060,199,30,0,362,251,70,116,0,
628,151,259,182,280,8983,13513,7328,2864,919,927,715,247,24,0,
154,330,206,223,0,6548,6431,3534,1261,0,331,215,267,35,0,
716,494,130,201,124,20531,17260,5019,1609,316,1747,889,104,44,0,
218,69,0,0,0,3208,1390,518,0,0,775,332,0,66,0,
58,1337,956,304,624,4214,19295,13475,8947,1179,464,1371,1365,126,35,
28,351,1309,144,84,2799,15208,7037,2728,100,188,327,76,171,0,
383,1234,1049,698,126,23223,66004,23709,8569,742,2623,3009,955,779,75,
232,535,149,100,0,15246,26404,5309,2316,267,3343,2534,438,264,0,
241,791,724,448,245,4295,20243,10626,6407,639,582,1325,1258,174,0,
168,111,124,176,112,3238,14178,6130,2447,211,387,507,100,122,65,
874,1453,847,1164,127,32524,62709,17965,6551,605,5125,3268,542,281,59,
233,450,78,96,14,29133,26386,4945,1974,184,9430,2650,388,172,149,
812,4819,3273,4324,4025,4932,126593,62049,23310,4181,275,1572,618,410,90,
432,3251,1588,2238,3464,2836,79782,32766,11835,2083,124,1157,352,69,0,
372,5781,3166,4836,5609,9510,136480,47230,15803,2548,789,4375,805,188,43,
85,198,0,107,143,3768,10923,1971,959,121,1101,1461,74,139,0,
1020,5343,3634,2969,3222,3800,126596,56294,22770,4359,151,1583,528,144,178,
147,2580,1286,1729,1513,2715,78308,30597,10956,1573,56,1315,254,0,0,
131,3984,2396,2825,2565,6967,129969,41262,13088,3413,1176,4181,846,486,70,
0,371,85,129,35,4133,9715,1538,814,52,1207,1760,310,163,0,
0,0,128,23,0,260,1532,606,584,17,0,56,0,0,0,
0,0,0,0,58,245,459,122,32,64,0,0,0,0,0,
0,0,24,42,130,454,799,439,245,0,156,15,0,23,0,
0,0,0,0,0,602,195,0,0,91,229,97,0,0,0,
73,23,59,0,47,240,954,890,117,0,0,0,0,0,0,
0,30,0,37,0,206,744,467,0,0,0,0,0,0,0,
0,39,0,0,0,844,1032,505,63,0,87,46,6,0,0,
0,0,0,0,0,596,154,0,0,0,467,0,0,0,0,
42,59,0,41,0,431,504,296,0,0,54,0,0,0,0,
54,0,0,0,0,157,527,40,0,0,0,24,0,0,0,
0,120,32,114,0,776,2073,230,30,0,218,99,74,37,0,
59,0,0,0,0,342,228,0,0,0,49,0,97,0,0,
28,0,0,46,0,506,747,233,159,0,55,54,0,0,0,
0,68,0,0,0,525,754,116,0,0,10,0,0,0,0,
147,21,0,0,0,1230,1650,281,95,35,125,21,0,0,0,
29,17,0,9,0,350,413,0,0,0,0,47,91,0,0,
0,7,0,0,0,359,1643,627,214,0,91,80,0,0,0,
0,17,68,0,0,226,481,319,75,21,0,0,0,0,0,
28,28,91,0,0,1605,2307,438,250,0,229,99,0,0,0,
0,29,0,0,0,1194,773,51,59,0,569,48,0,0,0,
0,0,0,69,0,312,1036,534,81,25,0,114,24,0,0,
0,32,0,0,0,160,760,359,72,0,0,0,0,0,0,
77,37,59,0,0,2036,2013,574,172,54,290,223,0,0,0,
0,51,29,0,0,1219,403,65,27,0,379,169,36,85,0
*****
