2008 Full time, year round workers by education, occupation, and earnings, age 45-54, wgtd 2006-08 ACS, SSDAN/U-Mich
5
RaceEth2,Gender,Educ,Occup3,Earn
3,2,4,4,6
NHWhite,Black,AllOther
Male,Female
LTHS, HsGrad, SomeColl, CollGrad
TopWC,OtherWC,Service,BC
<25K, 25-34K, 35-49K, 50-69K, 70-99K, 100K+
5749,6067,9606,10964,7953,7802,16287,13074,14954,11940,
6059,4500,24105,14304,10868,4471,2079,961,47180,53443,
63525,43818,15364,7832,47744,47992,55798,30781,10322,4201,
29319,37321,78044,103913,86471,71874,79981,105568,158188,150366,
71421,47201,79959,72282,72405,48660,19275,6866,139892,185670,
311451,282528,130221,46653,117241,180880,273247,206914,78860,24973,
37686,47999,126610,223036,219852,189173,77638,112574,205252,228431,
151288,111959,49740,51190,68839,70561,48075,21381,73506,98210,
196259,232806,126866,45171,48584,74326,125647,122058,60643,19316,
53614,59855,184658,395499,642983,1223829,55561,69849,136154,182501,
183906,295444,15604,14360,24660,30096,31131,24493,22146,21061,
35265,39954,29796,22004,12288,14712,22710,24299,18040,12778,
6488,5739,5719,3543,2157,1050,44735,24481,15976,6556,
1291,1309,58857,14165,5989,1504,423,546,6889,2613,
1747,1093,271,211,31640,12795,7026,2002,746,130,
54010,66388,92469,64474,31464,16887,380335,386038,318312,129978,
34029,16671,214046,85363,41932,13396,3516,1763,26533,17531,
12630,8703,2416,1002,92690,77690,46962,16975,3874,1166,
77728,110593,219725,246928,135980,56150,321278,405747,442879,231573,
76199,36287,115896,71085,48258,20555,7589,2629,15749,9864,
12900,11935,3744,1119,32379,26565,23164,12659,3924,1050,
67604,112531,335533,491451,425866,340758,85286,116729,172207,149614,
82116,74085,23774,16910,17843,11287,8062,4605,6676,2833,
3619,3810,2674,1219,4498,4486,3987,4704,3349,2164,
937,932,966,718,625,549,5976,3290,3720,1752,
801,341,19794,8335,5001,1524,701,79,14911,8393,
8489,3645,1455,232,18365,12953,10947,5652,1728,284,
3732,3926,7716,6384,3670,2633,15962,17941,22163,12603,
5212,1262,42633,24770,18111,8440,2478,757,22754,22498,
25839,17166,6230,1771,42644,42074,44064,25622,8431,2249,
4191,7302,13210,17990,12282,8317,15337,22866,34732,24877,
11904,4371,20305,16424,18560,12345,5949,2061,9049,10882,
19078,16377,7133,2311,15749,18404,26748,19834,8232,2578,
4454,7262,23243,34028,38162,38047,8459,12789,20080,19141,
10928,8879,4704,3596,4822,5468,4187,2298,1330,2303,
3007,4632,1704,520,4202,3792,4597,5363,2341,1073,
1452,749,1386,785,594,105,10156,4871,3275,1550,
298,264,43398,11110,5637,1137,326,99,1642,714,
362,131,207,0,13217,4385,1553,988,315,41,
9151,7906,9254,6609,3591,1318,54080,49933,38814,15254,
3900,1569,89532,35357,17947,5579,1830,801,3856,1952,
1635,997,154,79,30495,18222,10136,4530,1462,129,
14150,21643,31521,30376,14683,4273,61452,75159,85914,40582,
10557,2902,44670,25829,19308,6933,2974,335,1878,914,
2369,2476,562,31,10574,8488,6583,4134,1416,246,
9230,16028,41888,60720,54047,26473,13955,21438,32855,26851,
12230,4316,5700,3987,4329,3433,1460,979,209,132,
616,479,585,117,1125,817,748,1008,513,254,
4463,4183,5388,4273,2745,3631,20683,13099,11826,6885,
2036,1705,87702,33023,19673,5339,1738,776,97211,60168,
44634,23092,6215,2225,79418,49044,39708,17406,6104,2157,
8801,6598,12554,10823,7916,5759,24147,21300,27081,17447,
6662,5140,48646,25741,21432,8729,3568,1134,40410,34015,
41123,30127,12537,3715,45961,38701,40801,24542,9070,3188,
7392,8048,18949,26174,25746,16828,19529,23335,39444,35082,
19022,9419,19877,15746,17640,11168,8576,4372,18577,18999,
27513,30914,13852,5270,18521,17546,23657,18141,8215,2675,
12794,13386,32846,58637,89804,151953,19979,17967,30918,28520,
23620,24047,11468,7543,8929,5211,4597,3355,8171,7101,
8839,10144,4685,2088,10255,7946,8842,5390,3603,1564,
3941,2282,2456,2005,901,861,30275,12612,6475,3060,
1472,686,122216,21809,8205,2350,696,159,16173,4190,
1770,441,295,47,73501,18452,6415,1388,72,117,
10171,7900,11155,7929,4096,2319,66308,49558,43462,17862,
4008,1781,81444,29703,13680,3567,1012,632,6903,3317,
2565,1208,700,88,35541,17132,7617,2993,490,112,
13374,16241,27848,27074,19236,7307,56278,64505,71511,34677,
11613,4103,42457,19436,11770,5310,2302,565,2447,1927,
1540,1217,804,89,11775,7651,5023,2250,655,140,
13633,20489,48913,66194,70745,56603,28147,27220,34263,27793,
13732,7733,20463,8280,6070,2012,1823,1080,1591,712,
1155,380,632,340,5944,2455,2137,1328,744,438
*****
