2008 Full time, year round workers by education, occupation, and earnings, age 25-34, wgtd 2006-08 ACS, SSDAN/U-Mich
5
RaceEth2,Gender,Educ,Occup3,Earn
3,2,4,4,6
NHWhite,Black,AllOther
Male,Female
LTHS, HsGrad, SomeColl, CollGrad
TopWC,OtherWC,Service,BC
<25K, 25-34K, 35-49K, 50-69K, 70-99K, 100K+
6189,5591,5779,6157,2679,1853,21785,15552,10958,6543,
2389,1455,25631,11044,5356,2841,863,245,66702,55886,
42833,24522,6639,3318,48486,39760,26421,13397,2166,1498,
25533,38809,53643,42685,20392,12246,104912,110987,110639,58231,
19293,10999,100460,69812,50029,22045,5506,1297,159468,210702,
227466,135314,42530,14769,146333,174291,168386,74497,20292,6403,
44616,79733,144603,120724,60020,28505,131191,177512,221484,129516,
50676,25401,90373,87701,97415,60271,23885,5112,97177,151944,
196649,141487,49626,14363,66717,92507,106277,64862,21369,4012,
75471,138196,377694,451613,345868,236809,68520,122412,202449,169334,
116250,95952,22974,31614,46223,36049,18321,6329,17583,29613,
35879,27975,13218,4914,11529,15175,19322,15379,7049,2139,
5630,4353,3202,1266,654,164,36452,12793,7239,1733,
758,356,37251,7725,3196,765,193,128,4561,1994,
888,267,0,76,13106,4327,991,737,125,98,
36254,38001,34132,13668,4442,1095,246163,182928,90210,21904,
4945,1674,152007,52261,20407,5037,1109,600,15463,7524,
5568,1433,390,478,48852,30430,11895,3005,423,314,
80260,109353,145964,81197,21374,6456,327638,343998,228159,71366,
16737,6238,168688,83477,43330,12476,3323,721,12720,9082,
7637,3070,1058,44,24893,19033,11164,3722,711,276,
99122,255491,550699,407054,197686,94431,107481,207376,238092,122833,
53902,27493,39276,30614,26550,11754,4767,965,4935,4608,
3610,2443,862,92,2719,3884,4512,3439,1850,356,
731,1224,1468,602,188,215,8942,3444,2098,1717,
198,145,16855,4951,2422,331,303,24,11791,5651,
2668,1735,288,137,16670,8131,5554,1949,941,97,
5623,5619,8648,3369,1935,634,38695,32025,20022,6307,
1620,521,49372,24321,13061,3073,905,100,29092,20211,
19725,7923,2038,242,57036,45292,28920,12875,2584,457,
9003,14245,21033,12870,5204,2103,40293,46602,36714,15839,
3717,1504,33596,25257,15387,6842,1969,86,16269,16191,
17661,8470,3141,338,25927,28764,20948,10977,2793,696,
8252,17769,41139,34839,22709,10675,12060,21327,27179,17027,
7015,3849,4464,5406,6816,3341,1073,107,1791,2044,
2816,1472,535,269,2562,4295,2461,2000,803,301,
2171,1178,1479,494,166,66,13479,5178,2987,643,
434,287,27903,6281,1625,237,69,90,1658,227,
216,0,0,0,7864,1616,547,362,87,0,
11251,9518,5886,3096,878,320,70459,49274,22634,6085,
1365,216,81641,28922,8136,2584,776,128,3517,798,
974,450,223,0,23490,9032,5354,1463,112,0,
22808,26029,28456,13986,3753,394,102049,93689,60669,16575,
2502,694,57299,30603,14950,3626,522,198,1942,1328,
1348,1685,171,0,11460,7394,3311,2749,564,65,
14891,28847,70668,51110,22905,7727,22074,46299,44830,18198,
5999,1754,6563,5937,4710,2377,832,21,240,400,
486,416,129,0,943,1031,1048,682,510,0,
7021,7230,5676,3442,1532,1242,37035,17585,12539,4944,
1666,846,189907,42914,17156,3537,1290,769,281801,119751,
61974,20572,5819,1843,138218,56128,34781,12314,2633,1124,
10877,12778,18079,11881,6385,4200,64114,52591,44882,19548,
6916,3043,126558,46863,26875,8709,2833,684,153242,96062,
72325,34998,11888,2219,101835,68452,52841,21615,5109,2086,
16454,24917,39891,30270,15079,8683,59089,68100,72874,39863,
12850,5336,47254,33139,27959,16593,8566,1593,44994,41090,
43550,27419,9131,2061,32671,30821,27633,14090,4724,1120,
26825,35122,97694,136961,132927,80891,24567,31763,46835,36229,
25552,17154,16200,9339,8978,7411,4787,2105,11350,8219,
10481,5630,2169,673,7859,5242,5397,2844,1734,390,
5429,2630,3158,1499,564,191,47514,15127,7638,2333,
881,234,103475,10748,3024,577,208,71,17193,3133,
739,293,106,49,57010,10751,2440,542,73,47,
12415,15179,12202,4696,2484,421,113699,75822,41140,10452,
2103,1276,91900,23359,11178,2403,725,278,10049,3564,
1885,1309,180,0,36839,11067,3543,1629,493,0,
23355,29936,36430,20906,8333,1472,109752,112028,83374,25654,
5585,2653,55342,29072,15238,4590,1124,231,4496,1779,
1568,1110,226,287,14112,6015,3225,1064,165,140,
26818,44312,119766,113547,76910,35305,32849,50266,59408,33569,
15423,6708,16851,7538,5424,2951,1763,407,1675,629,
730,223,325,93,3916,1629,757,1456,882,36
*****
