2010 Education by Immigration status in New Hampshire, race/ethnicity, gender, age 25+, wgtd 2008-10 ACS, SSDAN/U-Mich
5
RaceEth,Gender,AgeEduc,Immentry,EducAll
7,2,5,5,7
NhWhite, Black, Asian, Hispanic, AmIndian, NHOther,NHMulti
Male, Female
25-34,35-44,45-54,55-64,65+
Native,FB<1980,FB80-89,FB90-99,FB00-Current
0-9Yrs,10-12Yrs,HSGrad,SomeColl,CollGrad,Masters,PhD-Prof
1132,3648,19768,17604,15552,3561,828,
0,0,0,0,0,0,0,
0,29,20,0,68,0,0,
169,15,163,28,26,8,96,
137,61,85,111,416,361,58,
1661,4255,25024,23121,18537,6535,2345,
0,0,148,151,195,69,134,
0,0,165,264,103,112,38,
27,31,164,141,333,125,116,
0,0,49,201,286,0,47,
2142,5223,34628,28959,19958,7501,3776,
61,143,284,319,260,34,52,
40,17,90,220,159,63,56,
28,0,37,267,257,156,221,
0,0,29,76,373,27,0,
3127,2964,20857,21795,18645,8366,3756,
352,176,566,292,273,188,239,
0,43,0,81,63,0,53,
0,0,34,0,44,135,46,
0,0,132,0,15,0,16,
6729,5361,22807,15251,11185,6362,4283,
808,105,819,489,323,129,307,
0,0,0,35,0,37,9,
0,0,0,0,9,0,0,
0,9,132,0,0,0,0,
765,1867,14984,20434,17243,5815,887,
0,0,0,0,33,0,0,
0,0,104,77,103,37,0,
142,0,0,107,243,55,122,
141,42,95,227,556,26,64,
834,2491,21156,27651,21551,7825,2109,
0,0,136,216,147,73,15,
0,32,98,267,10,99,8,
42,33,135,240,231,255,91,
0,0,147,218,220,178,12,
1468,3636,27934,35422,22846,9652,2737,
24,34,537,980,257,131,0,
0,102,87,172,239,160,37,
0,82,82,40,349,131,24,
0,0,32,177,149,23,42,
1896,2658,23555,25534,16781,9872,1800,
157,0,707,512,412,206,58,
0,0,65,37,33,0,0,
0,69,33,20,0,0,0,
0,0,127,26,0,0,24,
7119,6712,39114,21098,10925,4929,1169,
985,427,1272,931,242,66,97,
0,0,120,0,51,0,0,
0,0,16,0,0,114,0,
105,10,39,0,16,0,0,
