2010 Education by Immigration status in Colorado, race/ethnicity, gender, age 25+, wgtd 2008-10 ACS, SSDAN/U-Mich
5
RaceEth,Gender,AgeEduc,Immentry,EducAll
7,2,5,5,7
NhWhite, Black, Asian, Hispanic, AmIndian, NHOther,NHMulti
Male, Female
25-34,35-44,45-54,55-64,65+
Native,FB<1980,FB80-89,FB90-99,FB00-Current
0-9Yrs,10-12Yrs,HSGrad,SomeColl,CollGrad,Masters,PhD-Prof
3309,7913,49635,81250,71530,14614,5413,
38,0,0,34,49,0,35,
0,0,505,213,271,43,0,
114,485,189,563,452,137,54,
115,0,531,789,1490,575,305,
2620,7645,46388,75701,73386,25713,9236,
0,0,162,376,414,246,51,
24,7,27,342,207,132,59,
30,71,414,638,1302,729,335,
164,8,624,605,967,402,349,
3492,10372,65421,81941,71605,30107,11614,
0,181,475,964,958,360,187,
27,91,161,720,832,349,360,
89,23,455,383,1010,322,196,
99,15,570,408,282,336,69,
2572,4392,41321,73059,60800,30220,15984,
152,70,280,1010,1198,709,625,
0,0,192,215,248,135,234,
94,35,263,138,242,160,111,
98,18,98,59,24,0,56,
8034,8284,50040,46246,40674,22072,15900,
435,573,1212,1717,978,696,764,
0,0,198,127,217,80,47,
29,25,237,83,255,158,167,
168,18,45,41,0,0,33,
1565,4326,31601,73353,83535,22836,6534,
0,0,50,46,46,25,26,
0,43,89,149,260,27,50,
67,22,404,725,478,293,139,
38,225,639,747,1774,605,246,
1514,4125,35907,75910,72681,31847,8599,
0,30,147,407,461,178,53,
0,0,177,272,248,228,114,
52,25,751,1206,1688,687,230,
20,154,388,845,910,339,269,
2359,6325,57060,100147,74911,30617,7907,
25,126,748,1172,950,440,171,
96,22,776,921,601,275,48,
120,0,608,554,949,436,272,
105,51,275,211,269,143,55,
1527,5029,48530,81673,57260,30179,8348,
67,133,1135,1855,1372,529,225,
160,0,155,246,182,228,102,
201,34,219,288,220,133,58,
135,50,187,181,69,125,31,
10537,14330,82350,69326,38301,18261,3541,
1565,1543,3779,3749,1064,591,438,
0,90,333,39,78,40,23,
216,137,398,127,257,24,262,
188,0,116,33,79,0,80,
737,627,4695,5289,1525,431,108,
0,0,77,0,0,0,0,
0,0,125,0,47,0,0,
71,85,115,110,36,37,0,
503,197,382,706,227,0,56,
671,659,4204,5157,1684,844,127,
0,0,111,88,25,0,0,
0,63,22,23,140,48,0,
142,99,74,490,96,31,0,
283,177,234,477,400,184,0,
154,992,4153,5284,2063,809,118,
79,19,24,190,164,21,0,
40,25,0,238,124,140,136,
24,124,113,137,195,0,0,
65,0,294,52,62,0,0,
331,533,2484,3581,1067,633,271,
34,37,36,23,56,0,0,
0,0,126,0,26,0,0,
13,0,0,105,42,0,0,
172,0,0,67,0,0,0,
511,545,1652,2078,435,459,130,
0,0,0,0,0,19,27,
29,0,0,20,0,0,0,
0,0,65,0,0,0,0,
24,0,0,0,0,0,0,
219,693,2693,4632,1804,477,179,
0,0,0,0,0,0,0,
0,0,0,0,0,31,0,
50,41,0,94,104,0,21,
24,302,1072,502,136,0,0,
359,672,2622,4717,1344,802,77,
0,0,24,71,0,29,0,
75,0,93,66,0,0,0,
77,88,554,329,337,29,0,
334,135,383,95,120,32,0,
357,766,2951,4963,1879,1178,169,
20,0,23,55,56,76,0,
0,0,34,75,22,24,0,
21,0,105,93,41,0,0,
454,0,56,124,26,0,0,
38,463,2308,2940,934,487,189,
0,0,53,176,27,0,0,
57,0,0,75,0,0,0,
70,0,0,27,0,22,0,
237,0,0,67,0,0,0,
962,846,2086,2682,454,531,82,
40,0,111,0,0,0,0,
24,0,20,0,0,0,17,
0,24,36,0,0,0,0,
273,0,30,0,0,0,0,
93,147,789,1557,979,233,103,
0,0,33,225,131,0,21,
58,33,267,326,369,113,22,
221,531,348,690,588,175,28,
79,112,239,264,914,1590,269,
0,77,261,570,661,285,383,
29,0,212,480,564,100,103,
262,114,163,695,109,470,24,
113,252,530,216,948,937,311,
192,37,224,463,566,602,474,
59,104,444,426,686,224,334,
103,103,251,439,295,267,90,
228,133,315,540,515,283,345,
104,157,287,175,381,263,108,
208,89,179,86,200,34,125,
33,0,190,380,632,160,91,
92,50,415,528,207,170,155,
240,179,118,181,95,112,49,
75,26,194,301,77,89,0,
42,39,55,41,133,0,0,
0,29,270,367,290,166,78,
29,88,239,165,318,149,301,
228,22,219,22,27,26,36,
231,119,173,119,163,25,21,
144,0,178,0,204,34,0,
114,44,488,1256,1151,426,121,
0,3,25,115,123,169,52,
59,89,166,655,430,128,123,
69,0,305,573,802,357,104,
471,275,906,613,1854,1462,195,
0,35,439,494,670,195,345,
0,33,570,551,567,198,150,
31,0,233,987,254,101,31,
255,84,921,684,1399,876,308,
313,120,678,839,621,477,266,
0,98,237,631,844,266,0,
111,44,511,518,678,230,47,
534,188,937,635,751,308,156,
94,75,237,335,420,19,105,
411,30,359,222,373,26,0,
0,22,325,218,544,157,75,
433,358,955,751,464,178,117,
95,59,216,145,127,84,60,
278,80,387,93,104,0,0,
219,24,242,109,79,142,0,
98,203,451,383,50,78,0,
704,511,1551,302,229,87,40,
386,57,137,22,131,0,36,
668,95,163,136,73,0,0,
192,0,255,80,146,0,0,
3297,6052,14870,14211,4980,608,437,
211,31,125,67,46,0,0,
884,607,1065,749,222,120,0,
8275,2122,5486,2018,327,194,0,
8754,2435,4570,2067,739,233,23,
2332,3442,12133,13309,4290,1520,523,
261,161,760,600,275,41,24,
5162,1395,2138,793,264,52,26,
7295,1384,3555,1125,651,190,88,
4238,611,1865,489,875,236,0,
1824,3850,10926,10095,2707,701,455,
3111,322,1254,765,305,215,73,
2662,781,1327,532,175,64,93,
2792,350,732,579,448,164,103,
1861,501,568,290,113,54,69,
1821,1929,6315,7382,2027,1227,657,
2200,190,454,638,136,28,18,
1130,178,430,99,0,0,27,
1185,21,295,62,211,0,25,
866,121,266,33,44,25,0,
4626,2435,4655,3356,838,572,471,
1827,191,390,214,290,102,57,
427,136,65,0,0,0,0,
376,124,22,24,19,0,0,
