CHLDPOV2K: 2000 Children by race/ethnicity, poverty, household type, family size, and immigration status, wgtd 1% PUMS, Frey/U-Mich for SSDAN - not for commercial purposes.
6
Imm,RaceLat,AgeKids,Pov,FamType,Famsize
2,7,2,4,3,5
Native,Foreign
NLWhite,Black,Asian,Latino,AmIndian,NLOther,NLMulti
0-5,6-17
Poverty,NearPoor,Middle,Comf
MrrdCpl,MaleFam,FemlFam
2,3,4,5,6+
1044,6130,16068,11902,15722,1048,351,306,452,236,2084,4941,2160,775,570,80,2315,8856,7444,8496,433,231,105,245,94,1430,2371,894,640,361,
106,20836,65736,41504,31466,1371,1074,947,1370,1569,5710,6526,3304,1530,1028,0,20308,38090,19165,7621,772,596,389,0,0,1103,1005,305,362,242,
0,308,788,1120,1441,233,160,73,0,0,553,789,925,147,1249,0,113,468,663,485,0,0,123,0,234,0,78,197,97,648,
0,84,1880,1652,3762,346,0,679,412,354,152,397,764,862,715,0,127,0,103,70,0,115,0,0,0,0,165,0,0,0,
0,460,2519,3490,8890,851,1461,637,471,234,2018,5264,5084,4722,5760,0,752,1088,3175,12310,259,268,1163,61,746,664,1857,2002,796,1648,
0,5088,14557,17431,27928,1174,1991,1270,837,2559,2728,6576,3771,2729,7267,0,2081,3903,2476,769,41,0,0,214,0,305,675,365,233,0,
0,2545,3347,2523,2419,82,0,231,162,0,60,448,425,187,709,0,1308,1566,835,2950,52,96,45,0,105,380,266,0,336,125,
0,14520,19784,6608,11677,112,0,750,511,963,1066,776,492,205,995,0,13113,8589,3176,2446,96,0,61,0,342,663,73,0,92,0,
231,5509,20120,17530,35261,1272,1339,692,236,926,3047,5845,4534,3238,7466,0,4751,16968,11797,26005,568,448,968,956,1015,1196,902,2629,1609,1096,
0,27816,75665,53488,71861,1665,3627,2606,3728,3133,5808,6768,5246,1625,4204,0,24922,51038,14831,8627,852,1142,897,674,682,479,2183,934,358,221,
0,5234,13348,12986,34076,378,858,1975,2302,3196,816,3093,3346,2158,6019,0,2996,7324,6060,26540,446,1312,1063,1187,3677,78,545,1064,309,2446,
0,9249,12717,11881,38765,957,1343,2861,2101,4076,196,946,820,1455,4079,0,1107,2678,781,1309,96,151,196,73,0,306,0,31,0,132,
1952,9200,42946,74703,186471,6069,8197,10079,6547,12096,6172,22253,24790,19302,36865,579,9198,38758,56661,128485,1917,5878,4443,4372,11334,2506,8613,7738,4064,10326,
403,25712,93040,107619,228066,4805,8654,12933,9168,19288,4079,9328,9334,9188,19271,0,5839,12093,7736,9816,631,1196,772,329,1165,696,864,620,794,106,
0,0,0,0,566,0,66,221,0,0,0,75,0,0,0,0,0,124,197,187,0,0,18,0,0,0,0,0,0,0,
0,0,84,0,1048,0,0,0,0,0,61,97,0,0,0,0,0,518,110,0,0,0,0,0,0,0,0,0,0,0,
188,279,0,718,2861,132,0,146,103,323,0,433,0,191,90,0,0,104,960,1375,0,105,380,0,92,120,0,205,0,0,
0,296,811,1009,2842,68,29,197,0,134,105,325,0,92,124,0,324,96,297,75,0,0,0,0,0,65,0,0,0,0,
0,81,69,328,0,0,0,0,0,0,0,0,224,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,
0,442,282,0,0,0,0,0,0,0,0,0,94,0,0,0,191,0,146,0,0,0,0,0,0,0,0,0,0,0,
0,334,333,1091,132,0,0,220,215,0,228,0,505,480,0,0,250,334,443,653,202,0,0,0,0,294,0,250,0,0,
0,328,1796,1159,1278,0,88,121,55,0,150,180,253,0,191,0,403,631,756,0,0,0,0,0,0,0,435,0,0,0,
0,668,1428,984,1105,0,82,0,0,88,350,111,330,172,108,0,147,843,316,789,0,0,0,0,293,0,0,0,0,0,
0,1256,3547,1708,2113,132,188,156,0,0,0,78,73,185,539,0,789,636,589,202,0,302,0,0,0,0,42,0,0,0,
0,1324,3805,4090,13039,538,315,377,66,146,795,1621,2280,1410,2042,0,212,937,1760,3765,56,0,234,0,73,404,668,161,263,1680,
0,3382,11166,7931,10331,354,908,591,551,488,1069,1015,899,1296,453,0,1783,3802,1505,1115,92,0,197,277,0,66,0,107,0,264
*****
