DISABL2K: 2000 Persons age 25+ by disability, wgtd 1% PUMS, Frey/U-Mich for SSDAN - not for commercial purposes
9
RaceLat,Gender,Educ,Age,Physdis,Mentdis,SelfCare,abgodis,empdis
7,2,4,5,2,2,2,2,2
NLwhite,Black,Asian,Latino,AmIndian,NLOther,NLMulti
Male,Female
LTHS,HSGrad,SomeColl,CollGrad
25-34,35-44,45-54,55-64,65+
Yes,No
Yes,No
Yes,No
Yes,No
Yes,No
15707,1936,1219,2046,4993,2005,7519,6636,2449,1795,1148,922,2394,2555,13370,22513,5068,679,396,1416,12630,6007,14332,32688,1364,237,112,637,40156,8664,108989,950065,
25650,6244,3214,3989,13957,6975,20043,17706,7820,3244,4204,3376,9316,6074,34036,52297,11704,1731,978,1948,17429,9448,20308,38196,1460,781,704,993,60219,12703,137745,1169033,
27959,9553,4881,5799,15317,11588,22481,20093,9416,4651,4958,3954,9461,9824,46855,58290,7705,2171,700,1993,15176,8202,16234,24511,1358,475,277,615,51378,9519,108118,806494,
28014,8864,5488,8716,13741,12369,26268,26262,13999,8793,8315,8987,17500,24773,89006,108288,4242,1136,530,1170,9193,5265,11101,22204,1389,712,111,1253,47844,22421,99402,798417,
167970,46355,7071,35951,37979,38750,37114,60191,74585,38519,11715,40917,63044,99667,134401,368828,13892,7363,784,5074,19844,19617,19551,62593,4786,5799,1635,5987,63872,181785,142505,1724281,
9441,1732,1472,1161,5132,1957,7648,6712,4161,1733,2761,1994,5689,2418,23362,39562,3416,545,539,863,13256,5602,18421,45021,1509,674,335,1272,86361,13620,242546,2939712,
18477,5031,3928,3594,11656,6116,19922,13355,11662,5278,6744,4728,14086,7510,61768,103906,4464,441,1344,1026,15581,7299,24911,46039,1978,648,1065,952,141886,18507,329286,4010090,
21860,7792,5143,3668,14289,11210,30027,19339,16580,8096,8396,8730,17832,10925,80655,117537,3001,569,618,439,10358,4039,19334,29661,1950,263,628,948,101710,14211,245648,2789423,
21598,7095,3182,5440,10688,7221,23211,18651,19798,9608,12095,8406,18982,16648,119224,155693,2224,400,251,887,6179,4136,9919,18152,1131,723,695,726,73836,30995,166770,1957251,
99257,24690,4577,16133,23117,18252,22159,36498,49809,30800,8349,24282,47685,76220,116687,332536,9478,3122,1170,2872,14676,12360,11448,42210,2756,4415,1170,5022,54032,137306,148273,2165811,
3248,1046,858,413,3035,794,4328,5516,4736,953,1856,1632,3120,971,15718,39809,1141,237,343,628,5421,2322,11528,41005,1345,252,486,134,63101,10788,202074,3525899,
10922,3279,2592,1987,7437,3672,14945,10656,10621,3995,6212,2976,8794,2604,45538,88347,2090,1004,762,604,8531,3750,19513,36495,2428,238,1063,875,95971,9885,243281,4107680,
15585,6295,5420,2573,11343,4773,30842,13581,17159,5304,9574,6315,13122,9188,80264,136777,2267,657,635,260,8237,4124,21387,31994,1019,292,421,1017,82418,14084,202525,3551955,
14973,5042,3057,3049,5073,4304,15070,12275,16750,5898,8908,5534,13860,10473,85701,123908,1091,771,421,212,2758,2300,7965,14425,1037,561,123,1063,48556,17315,115814,1801044,
48023,13951,2756,8254,11748,11845,12133,19834,26608,20038,6726,15033,28207,40973,84983,236768,4775,2539,459,1793,5925,6605,8092,25081,1713,2179,153,2612,31707,72732,97847,1522034,
1727,0,98,0,78,408,1181,1755,1275,965,314,1360,1071,503,2961,15581,563,147,0,30,1225,686,3980,18719,536,208,0,642,41191,6722,138884,3641489,
5264,785,841,989,2534,609,5049,2553,3832,1221,1476,1742,3282,1495,10518,37977,842,477,58,536,3199,854,10864,19140,448,225,110,405,46439,3862,167747,4379142,
8619,1247,1800,1818,4513,908,10178,5099,10771,3428,3622,3422,5561,1949,25281,82557,1717,352,479,516,3510,1051,16203,17818,1147,472,365,961,47749,8292,163058,4420707,
7750,1277,1070,1551,3416,1154,8656,4353,11707,1978,3652,4915,7545,4573,36816,81270,642,391,371,125,1860,1181,8353,9452,653,324,469,703,28554,9870,92412,2317709,
53596,12680,1719,7198,11400,7334,7872,12613,29724,13479,6555,12770,23065,22111,63415,185394,7422,983,448,998,7686,5251,9517,25010,1852,1506,463,2116,22085,40968,91162,1969990,
12271,3196,384,2601,5572,2735,4817,6272,1866,637,1821,728,1963,2371,8974,17872,3876,852,434,423,10390,5044,11699,22270,1468,614,125,129,24039,17638,55384,744410,
23917,6289,2076,3881,10839,7373,13703,13129,8559,2065,2320,4198,7142,7177,23432,37255,7479,1229,349,1449,17048,9945,12761,25818,1048,523,666,1060,40017,21116,80096,863923,
25095,10363,2502,6185,13663,10256,15659,16617,11818,5137,4560,5239,10496,9491,34846,57463,4008,906,433,431,11130,6592,12059,20983,935,690,252,998,33128,19533,68246,732211,
31510,11441,2762,7432,15434,14370,18150,22948,19910,13695,6346,14571,22541,26603,67105,133344,3438,436,437,1000,10843,7089,8098,14200,1516,1070,1159,784,39351,44421,77652,892419,
412163,87359,9168,63094,92573,61162,34608,69208,197210,94746,15023,70103,201539,196949,159268,488346,34300,12210,736,8357,38435,30279,20583,59083,15132,9168,2313,9305,113270,250589,190830,2142778,
8521,2007,730,1327,5870,3073,7311,5522,5585,1910,2147,1926,4350,2911,16512,33817,3223,825,246,855,14089,5310,15964,30400,494,507,123,1389,55962,19386,157234,2598692,
