FPRTED2K: 2000 Work hours by race/ethnicity, gender, and education, age 16+, wgtd 1% PUMS, Frey/U-Mich for SSDAN - not for commercial purposes.
5
RaceLat,Gender,WkAge,Educ,WkHrs
7,2,6,4,4
NLWhite,Black, Asian, Latino,AmIndian,NLOther, NLMulti
Male,Female
16-24,25-34,35-44,45-54,55-64,65+
LTHS,HSGrad,SomeColl,CollGrad
Full35,20-34,10-19,<10
930096,909449,617073,177949,1791700,441724,99276,34768,1800951,975335,245370,61770,439341,115403,29465,9209,976590,70762,14042,9534,3075214,140417,28187,15484,3546677,212619,37374,14929,3551289,191593,34810,13911,
1246897,84912,19773,13598,4329858,149853,35027,21606,4327730,151343,34543,15907,4443456,134451,25860,12361,893098,60933,14197,10969,3025395,110279,28937,12831,3748414,153881,36181,15164,4442628,177727,37053,16104,
742890,75195,23189,13086,1757816,153831,46111,22770,1607380,157503,47522,19792,1951179,203827,62041,35356,274041,175843,70666,36863,389258,229975,106229,50808,321439,195691,82424,47872,488667,252061,116491,79759,
445569,819101,627621,187804,1047476,554603,130788,37302,1532326,1362060,457001,107409,568053,191739,57108,16058,425549,138854,27596,11581,1740897,443198,105216,40600,2708489,661122,155411,68030,3184199,462288,132523,68860,
572243,160885,33210,18577,2685381,687790,165921,67826,3423909,864931,233445,105627,2946847,683592,228763,108806,458971,125320,26044,19367,2486428,556284,121557,63904,3041551,634678,145210,64463,2937861,550981,150777,69085,
410282,144744,39882,21463,1406993,426941,125968,61413,1267342,322033,98161,55273,1051889,255116,89600,54133,131253,142707,60797,37481,273642,279442,143296,81016,215482,164263,91220,62553,168030,110178,63245,56604,
247318,177081,65398,32962,315341,94929,20493,16035,235816,115192,27568,15299,32618,12390,3144,1921,268052,30546,8601,7420,609646,43955,12068,9695,571110,39668,9682,7779,256948,13967,3904,2745,
329164,30732,7488,8514,657612,35970,8360,13083,628320,29785,9262,7841,328785,12534,2107,1785,245057,18216,4580,7841,392178,20709,5927,6514,412830,21475,6317,4521,253701,11982,4397,2481,
162831,18817,4796,7216,163729,13425,4078,3324,126226,14202,1930,2027,81194,7819,2073,1340,55429,26300,11072,5736,28104,13348,3388,1930,20843,9395,4017,2492,19481,7870,3729,2395,
171592,176912,65138,31182,282933,125650,20641,15457,298495,193302,52486,18414,58133,22558,5788,2220,214719,49853,6581,10321,504389,82479,11223,13533,737470,104056,15086,11068,384942,37194,7557,4686,
241938,48865,7812,15221,569237,78543,11845,16555,810810,82046,16287,17463,419627,32451,5666,6624,181775,34499,6168,8231,399407,49125,9120,11183,503776,47141,11861,11303,311495,29727,5367,5454,
124411,32759,7905,9266,161075,29899,7380,7052,148015,27330,5702,6437,96746,15779,4026,4241,30683,30175,10909,12697,24044,19285,6339,5804,21393,12561,6115,3219,17883,10529,3645,3206,
37571,25508,18797,7471,55149,23469,11004,5459,85557,61586,27263,11479,40593,16419,7273,1314,67555,6649,2101,1374,97937,7659,1563,1416,152563,16705,5112,1388,425520,33506,6316,3161,
94423,8462,1415,1887,102812,6252,2028,1007,169520,8907,2269,1663,393054,14015,5882,1883,78441,7871,2692,1196,80813,5283,1574,1389,127852,6407,1540,952,268640,10267,2557,1655,
