SPRAC2K-W: 2000 Spouses: married women age 15+, by education and race, by husband's race, wgtd 1% PUMS, Frey/U-Mich for SSDAN - not for commercial purposes.
4
WAge,WEduc,WRaceLat,HRaceLat
5,4,7,7
15-24,25-34,35-44,45-54,55+
LTHS,HSGrad,SomeColl,CollGrad
NLWhite,Black,Asian,Latina,AmIndian,NLOther,NLMulti
NLWhite,Black,Asian,Latino,AmIndian,NLOther,NLMulti
208984,4142,787,12492,1870,0,2619,697,22129,609,930,0,0,110,989,386,10952,251,148,0,179,8442,1508,1111,235515,1348,0,775,2148,551,0,1149,4561,0,86,0,0,0,106,0,890,0,3144,445,53,469,69,175,5578,
470979,7970,2627,20579,3320,108,5743,1932,44997,0,1292,274,0,442,2803,240,11246,1383,205,249,1114,17534,2456,445,123642,915,181,1160,2961,339,60,1027,4022,0,189,73,0,0,121,0,1409,94,5725,1941,488,1841,0,97,4917,
553334,7016,3958,23457,4226,29,6771,2893,47023,190,1099,185,186,994,5144,390,13615,1160,0,86,770,21345,2582,645,72114,335,0,1397,3339,476,120,843,3480,0,75,129,0,106,0,0,349,101,6146,924,399,897,282,0,5226,
171057,1052,1571,4230,623,0,2404,437,7659,105,0,0,0,188,2165,277,17445,53,0,0,302,5512,321,0,12228,222,0,80,1036,0,0,0,125,0,52,84,0,0,61,0,462,117,1324,130,40,347,0,0,1532,
476357,6929,1401,20646,3963,473,4806,1971,87781,227,1892,0,0,924,5541,830,52422,1160,0,0,1659,22568,4038,1991,661428,1644,135,1967,3534,375,0,2126,9776,0,319,52,90,147,441,0,1962,0,4124,981,1046,1316,344,253,12970,
1754682,18312,5450,49735,10456,429,14311,4356,203281,582,2570,476,79,1766,12111,2048,62947,1724,79,221,1399,49514,6626,1933,325617,2506,114,3010,9677,296,0,1773,11101,53,433,587,0,0,321,0,3098,0,13725,3171,1389,2765,214,637,18916,
2486801,23340,12859,78445,13437,1182,19864,11390,296332,731,3649,316,0,5234,29314,2774,98959,4493,218,0,3707,95640,8803,3909,265191,1750,181,4284,14581,646,285,1861,12891,0,730,1430,362,297,444,40,3103,439,25341,5355,2956,4746,547,88,20783,
2430606,17549,18905,60374,7254,1242,16793,7774,154951,608,2254,0,74,1802,49815,1434,258301,3677,118,66,4827,71335,3746,3523,112478,1245,0,3343,6739,72,116,1010,3400,0,0,2284,321,174,456,56,3864,632,20740,3052,2678,1690,407,228,18569,
708656,6016,2078,21583,6075,467,4975,2606,134455,165,4427,177,0,1078,12490,1415,104657,1617,124,0,2402,24800,4997,1857,603599,1954,419,1790,5781,0,145,1969,14127,185,506,433,132,0,406,0,2067,468,10851,1070,885,1693,508,264,18346,
3081396,18907,7042,60902,14254,743,19364,5604,304158,202,1465,523,0,1758,25071,2806,95128,1910,42,289,2342,64830,5706,2331,279320,1979,311,4381,15504,859,414,1892,15475,0,800,250,153,0,153,42,3424,592,19934,3432,1858,2655,754,468,25636,
3704430,23061,14705,79734,19823,755,30244,13048,408455,493,2984,188,168,3405,36795,3494,132189,2814,324,0,3971,104967,7762,3295,246917,2031,404,6342,18704,1594,145,2281,14711,148,656,991,481,102,278,0,2895,171,34365,5622,2710,4387,703,197,23664,
3316860,18803,23386,58437,10788,926,19371,11738,227776,558,1332,342,0,1880,67598,2769,246068,4598,537,243,4989,82697,5087,2701,112446,830,768,2649,8200,254,105,491,3616,0,567,2044,242,215,93,79,2186,428,22837,2375,3197,1327,157,0,18919,
712620,2923,1195,10027,4421,110,6569,1832,137565,180,860,162,44,535,14583,2885,103259,959,412,0,1881,20105,3142,1298,379614,1753,149,2029,4631,357,344,1529,9529,0,177,156,0,72,158,0,1640,0,5344,1211,446,825,418,436,13306,
3004361,8400,3638,32250,10863,123,16387,3183,250964,276,1240,942,0,764,23923,1739,78148,1244,0,53,1601,41200,2950,1273,167806,1207,339,2063,12653,310,307,1682,9714,0,650,681,442,146,79,0,3142,279,16233,2128,1040,2137,578,253,16195,
3121172,14298,10725,45396,13283,572,21243,6571,271569,380,1709,339,200,1050,25211,2029,86457,1353,0,234,3519,58928,4155,2174,127433,1633,37,1050,13619,533,641,1347,8638,0,769,585,53,150,0,150,2060,0,25037,2983,2937,2034,611,0,13472,
2853492,10763,15915,31043,9492,751,15440,5612,174773,305,521,132,0,1723,37619,1511,171238,1485,189,0,2595,41106,1780,659,57091,697,0,1160,6134,589,0,53,3659,0,165,468,0,294,0,145,1801,166,14182,1497,1864,723,521,207,13730,
2475997,2640,1522,15769,5538,136,11057,1267,305355,494,2026,519,0,1943,17012,1463,127744,609,365,78,1296,29222,3185,754,416226,1846,219,837,7999,0,50,2055,16869,0,244,35,357,0,185,132,2618,67,14607,1524,1304,785,386,264,20230,
5321185,5052,3610,27531,10901,253,21185,2099,244427,307,660,783,182,864,22652,1193,81476,642,78,0,2362,35149,1018,494,125017,264,0,502,13637,492,75,526,5716,0,235,509,106,0,98,84,2417,0,20683,2393,951,642,675,0,13668,
3136345,6302,5984,22387,5847,281,16352,2199,161109,0,919,428,0,938,14596,656,55429,868,0,147,1367,30440,757,909,73443,389,0,958,7325,472,134,602,5493,0,617,277,403,0,0,112,1105,151,18866,1190,1050,600,147,0,8950,
2244091,4585,6155,15454,3489,93,9181,1679,121013,92,431,59,0,531,13100,334,104128,395,30,0,1300,19214,446,263,31608,228,0,212,3665,99,0,0,1452,0,45,152,273,90,127,0,1241,54,8200,1394,1141,144,200,76,7816
*****
