SPAGE2KYM: 2000 Spouses: married men age 25 by education and wife's age 15-29+, wgtd 1% PUMS, Frey/U-Mich for SSDAN - not for commercial purposes.
3
HRaceLat,HEduc,WAge
7,4,8
NLWhite,Black,Asian,Latino,AmIndian,NLOther,NLMulti
LTHS,HSGrad,SomeColl,CollGrad
<23,23,24,25,26,27,28,29+
8154,5995,5469,5020,4281,1786,1068,4059,29372,14493,18856,17805,10796,7174,4339,10083,24327,18522,25445,22989,15141,6535,4963,10943,6813,7707,18143,23585,10436,3856,2060,3610,
840,721,600,903,884,188,135,750,2315,1721,2056,1441,1935,836,745,1954,2198,987,2532,3080,1766,1475,938,2139,236,378,762,1829,697,497,274,198,
461,0,185,79,124,0,0,53,465,258,149,454,92,290,385,66,689,131,628,436,46,171,0,196,518,424,539,2056,689,266,105,226,
18722,6064,6825,7425,2502,3801,1630,6448,7395,3307,4603,4752,2233,1577,960,3243,5935,2728,3168,3821,1473,1268,485,3400,829,561,1369,1489,487,497,0,364,
208,112,324,117,40,168,0,55,549,44,464,76,126,0,155,173,63,359,168,16,0,340,59,694,0,0,0,175,0,0,0,135,
0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,147,120,0,0,0,0,0,0,22,
384,233,416,0,104,88,0,0,524,454,671,306,366,757,19,42,1059,237,272,336,125,152,36,131,396,145,305,277,141,0,0,202
*****
